first_name,last_name,initials,initials_alt,other_names,title,gender,email,organisation,region,position,start_date,end_date,end_reason
Mildred Nelisiwe,Oliphant,M N,,,,,,National Assembly,National,Member,,,0
Benedict Anthony Duke,Martins,B A D,,,,,,National Assembly,National,Member,,,0
Jeremy Patrick,Cronin,J P,,,,,,National Assembly,National,Member,,,0
Jeffrey Thamsanqa,Radebe,J T,,,,,,National Assembly,National,Member,,,0
Joyce Clementine,Moloi-Moropa,J C,,,,,jmoropa@parliament.gov.za,National Assembly,National,Member,,,0
AndrÃƒÂ© Hurtley,Gaum,A H,,,,,agaum@parliament.gov.za,National Assembly,National,Member,2010-11-04,,0
Moleeane Ben,Skosana,M B,,,,,mskosana@parliament.gov.za,National Assembly,National,Member,,,0
Joel Sibusiso,Ndebele,J S,,,,,,National Assembly,National,Member,,,0
L D,Zulu,L D,,,Ms,,,National Assembly,National,Member,,2009-07-06,2
Nkosazana Clarice,Dlamini-Zuma,N C,,,,,,National Assembly,National,Member,,2012-10-01,2
Bennet Mzwenqaba,Bhanga,B M,,,,,,National Assembly,National,Member,2011-12-01,,0
H P,Chauke,H P,,,Mr,,,National Assembly,National,Member,,2010-11-17,2
A A E,Seirlis,A A E,,,Mr,,,National Assembly,National,Member,,2009-04-27,2
Gerhardus Cornelius,Oosthuizen,G C,,,,,,National Assembly,National,Member,,,0
Masenyani Richard,Baloyi,M R,,,,,,National Assembly,National,Member,,,0
Thandile Babalwa,Sunduza,T B,,,,,tsunduza@parliament.gov.za,National Assembly,National,Member,2009-06-11,,0
Beauty Nomhle,Dambuza,B N,,,,,bdambuza@parliament.gov.za,National Assembly,National,Member,,,0
Derek Andre,Hanekom,D A,,,,,,National Assembly,National,Member,,,0
Leonard,Ramatlakane,L,,,,,lenie12@gmail.com,National Assembly,National,Member,2009-07-15,,0
Crosby Mpoxo,Moni,C M,,,,,cmoni@parliament.gov.za,National Assembly,National,Member,2010-11-17,,0
Motswane Ishmael,Malale,M I,M L,,,,mmalale@parliament.gov.za,National Assembly,National,Member,,,0
Beauty Nomvuzo,Dlulane,B N,,,,,bdlulane@parliament.gov.za,National Assembly,National,Member,,,0
Solomon Lechesa,Tsenoli,S L,,,,,lechesa@parliament.gov.za,National Assembly,National,Member,,,0
Siphiwe,Nyanda,S,,,,,,National Assembly,National,Member,,,0
M M S,Mdladlana,M M S,,,Mr,,,National Assembly,National,Member,,2010-11-01,2
Susan,Shabangu,S,,,,,,National Assembly,National,Member,,,0
Grace Naledi Mandisa,Pandor,G N M,,,,,,National Assembly,National,Member,,,0
Mangaqa Albert,Mncwango,M A,,,,,mmncwango@parliament.gov.za,National Assembly,National,Member,,,0
Sisa James,Njikelana,S J,,,,,snjikelana@parliament.gov.za,National Assembly,National,Member,,,0
Z P,Jordan,Z P,,,Dr,,,National Assembly,National,Member,,2009-10-21,2
Dina Deliwe,Pule,D D,,,,,,National Assembly,National,Member,,,0
Lumka Elizabeth,Yengeni,L E,,,,,lyengeni@parliament.gov.za,National Assembly,National,Member,,,0
Dorothy Mapula,Ramodibe,D M,,,,,dramodibe@parliament.gov.za,National Assembly,National,Member,,,0
Mluleki Editor,George,M E,,,,,mgeorge@parliament.gov.za,National Assembly,National,Member,,,0
Thizwilondi Rejoyce,Mabudafhasi,T R,,,,,,National Assembly,National,Member,,,0
Bonginkosi Emmanuel,Nzimande,B E,,,,,,National Assembly,National,Member,,,0
M A,Rantsolase,M A,,,Mrs,,,National Assembly,National,Member,,2010-11-03,3
Emmanuel Nkosinathi,Mthethwa,E N,,,,,,National Assembly,National,Member,,,0
Elizabeth Dipuo,Peters,E D,,,,,,National Assembly,National,Member,,,0
Patricia Emily,Adams,P E,,,,,padams@parliament.gov.za,National Assembly,National,Member,,,0
Maite Emily,Nkoana-Mashabane,M E,,,,,,National Assembly,National,Member,,,0
Helen Nonhlanhla,Makhuba,H N,,,,,hmakhuba@parliament.gov.za,National Assembly,National,Member,,,0
M E,Tshabalala-Msimang,M E,,,Dr,,,National Assembly,National,Member,,2009-12-16,3
Mabel Patronella,Mentor,M P,,,,,mmentor@parliament.gov.za,National Assembly,National,Member,,,0
Kgwaridi Buti,Manamela,K B,,,,,kmanamela@parliament.gov.za,National Assembly,National,Member,,,0
Knowledge Malusi Nkanyezi,Gigaba,K M N,,,,,,National Assembly,National,Member,,,0
Molebogeng Christina,Dube,M C,,,,,mdube@parliament.gov.za,National Assembly,National,Member,,,0
S P,Lebenya-Ntanzi,S P,,,Ms,,,National Assembly,National,Member,,2012-05-01,2
M A,Stofile,M A,,,Rev,,,National Assembly,National,Member,,2010-11-01,2
Hargreaves Tisetso,Magama,H T,,,,,hmagama@parliament.gov.za,National Assembly,National,Member,,,0
Meriam Nozibonelo,Phaliso,M N,,,,,mphaliso@parliament.gov.za,National Assembly,National,Member,,,0
Mwelo,Nonkonyana,M,,,,,mnonkonyane@parliament.gov.za,National Assembly,National,Member,,,0
Fikile April,Mbalula,F A,,,,,,National Assembly,National,Member,,,0
Mosiuoa Gerard Patrick,Lekota,M G P,,,,,tmosia@gmail.com,National Assembly,National,Member,2010-07-15,,0
N E,Hangana,N E,,,Ms,,,National Assembly,National,Member,,2010-02-01,2
Johannes Hendrik,De Lange,J H,,,,,jdelange@parliament.gov.za,National Assembly,National,Member,,,0
Sindiswa Patricia,Rwexana,S P,,,,,srwexana@parliament.gov.za,National Assembly,National,Member,,,0
Yolanda Rachel,Botha,Y R,,,,,ybotha@parliament.gov.za,National Assembly,National,Member,,,0
Nomaindiya Cathleen,Mfeketo,N C,,,,,speaker@parliament.gov.za,National Assembly,National,Member,,,0
Nelson Themba,Godi,N T,,,,,ngodi@parliament.gov.za,National Assembly,National,Member,,,0
Mzunani Roseberry,Sonto,M R,,,,,rsonto@parliament.gov.za,National Assembly,National,Member,2010-02-03,,0
Joyce Mabel,Masilo,J M,,,,,jmasilo@parliament.gov.za,National Assembly,National,Member,,,0
Ndleleni Moses,Duma,N M,,,,,nduma@parliament.gov.za,National Assembly,National,Member,,,0
R L,Padayachie,R L,,,Mr,,,National Assembly,National,Member,,2012-03-05,3
Wilma Susan,Newhoudt-Druchen,W S,,,,,wnewhoudt@parliament.gov.za,National Assembly,National,Member,,,0
Sizeni Grace,Bothman,S G,,Ms S G Pampiri,,,gbothman@parliament.gov.za,National Assembly,North West,Member,2010-11-02,,0
Mapule Veronica,Mafolo,M V,,,,,mmafolo@parliament.gov.za,National Assembly,North West,Member,,,0
Ipuseng Celia,Ditshetelo,I C,,,,,iditshetelo@parliament.gov.za,National Assembly,North West,Member,,,0
Wendy Joy,Nelson,W J,WJ,,,,wnelson@parliament.gov.za,National Assembly,North West,Member,,,0
Morwesi Johannah,Segale-Diswai,M J,,,,,msegale-diswai@parliament.gov.za,National Assembly,North West,Member,,,0
Johanna Fredrika (Juanita),Terblanche,J F J,,,,,jterblanche@parliament.gov.za,National Assembly,North West,Member,,,0
John Kabelo,Moepeng,J K,,,,,,National Assembly,North West,Member,2012-02-06,,0
Paul Bushy,Mnguni,P B,,,,,pmnguni@parliament.gov.za,National Assembly,North West,Member,,,0
Johanna Mmule,Maluleke,J M,,,,,jmaluleke@parliament.gov.za,National Assembly,North West,Member,,,0
George,Lekgetho,G,,,,,glekgetho@parliament.gov.za,National Assembly,North West,Member,,,0
M,Sefularo,M,,,Dr,,,National Assembly,North West,Member,,2010-04-05,3
Jane,Manganye,J,,,,,jmanganye@parliament.gov.za,National Assembly,North West,Member,,,0
Samuel Gaaesi,Mmusi,S G,,,,,smmusi@parliament.gov.za,National Assembly,North West,Member,,,0
Mponeng Winston,Rabotapi,M W,P M W,,,,mrabotapi@parliament.gov.za,National Assembly,North West,Member,,,0
Gaolaolwe Joseph,Selau,G J,G T,,,,gselau@parliament.gov.za,National Assembly,North West,Member,,,0
Sussana Rebecca,Tsebe,S R,,,,,stsebe@parliament.gov.za,National Assembly,North West,Member,,,0
D K,Mataboge,D K,,,Mr,,,National Assembly,North West,Member,,2011-07-01,2
Helena Claudina,Van Schalkwyk,H C,,,,,hvanschalkwyk@parliament.gov.za,National Assembly,Northern Cape,Member,,,0
A,Louw,A,,,Mr,,,National Assembly,Northern Cape,Member,,2010-09-10,2
Dirk Jan,Stubbe,D J,,,,,dstubbe@parliament.gov.za,National Assembly,Northern Cape,Member,2010-09-10,,0
Tshoganetso Mpho Adolphina,Gasebonwe,T M A,,,,,tgasebonwe@parliament.gov.za,National Assembly,Northern Cape,Member,,,0
Ebrahim Mohammed,Sulliman,E M,,,,,esulliman@parliament.gov.za,National Assembly,Northern Cape,Member,,,0
Sanna Keikantseeng,Plaatjie,S K,S P,Plaatjies Molao,,,smolao@parliament.gov.za,National Assembly,Northern Cape,Member,,,0
Tina Monica,Joemat-Pettersson,T M,,,,,,National Assembly,Northern Cape,Member,,,0
Mpumelelo Frederick,Gona,M F,,,,,mgona@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Helen,Lamoela,H,,,,,hlamoela@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Mgolodi Moses,Dikgacwi,M M,,,,,mdikgacwi@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Lance William,Greyling,L W,,,,,lgreyling@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Ernst Hendrik,Eloff,E H,,,,,,National Assembly,Western Cape,Member,2012-02-01,,0
Pierre Jacques,Rabie,P J,,,,,prabie@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Sarel Jacobus Francois,Marais,S J F,,,,,smarais@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Masizole,Mnqasela,M,,,,,mmnqasela@parliament.gov.za,National Assembly,Western Cape,Member,,,0
James,Selfe,J,,,,,jselfe@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Beryl Delores,Ferguson,B D,,,,,,National Assembly,Western Cape,Member,2012-03-26,,0
R,Coetzee,R,,,Mr,,,National Assembly,Western Cape,Member,,2009-06-30,2
Marius Llewellyn,Fransman,M L,,,,,mfransman@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Timothy Duncan,Harris,T D,,,,,tharris@parliament.gov.za,National Assembly,Western Cape,Member,2009-09-10,,0
Johan Pieter,Gelderblom,J P,,,,,jgelderblom@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Marian Robin,Shinn,M R,,,,,mshinn@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Steven Nicholas,Swart,S N,,,,,sswart@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Mudene,Smuts,M,,,,,msmuts@parliament.gov.za,National Assembly,Western Cape,Member,,,0
P J C,Pretorius,P J C,,,Mr,,,National Assembly,Western Cape,Member,,2012-02-01,2
Pieter,Van Dalen,P,E,,,,pvandalen@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Petronella Catherine,Duncan,P C,,,,,pduncan@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Jacob Jeffrey,Van der Linde,J J,,Van de Linde Van den Linde,,,jvanderlinde@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Lennit Hendry,Max,L H,,,,,lmax@parliament.gov.za,National Assembly,Western Cape,Member,2010-09-10,,0
Joseph Job,McGluwa,J J,,Mc Gluwa,,,jmcgluwa@parliament.gov.za,National Assembly,Western Cape,Member,2009-04-28,,0
Deborah Anne,SchÃ¤fer,D A,DA,Schafer,,,dschafer@parliament.gov.za,National Assembly,Western Cape,Member,,,0
David John,Maynier,D J,D H,,,,dmaynier@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Xoliswa Caroline,Makasi,X C,,,,,xmakasi@parliament.gov.za,National Assembly,Western Cape,Member,,,0
W P,Doman,W P,,,Mr,,,National Assembly,Western Cape,Member,,2011-04-12,2
Erik Johannes,Marais,E J,,,,,emarais@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Shahid,Esau,S,,,,,,National Assembly,Western Cape,Member,2012-02-01,,0
Andricus Pieter,Van der Westhuizen,A P,,,,,anvanderwesthuizen@parliament.gov.za,National Assembly,Western Cape,Member,,,0
A T,Fritz,A T,,,Mr,,,National Assembly,Western Cape,Member,,2010-09-10,2
E,Rasool,E,,,Mr,,,National Assembly,Western Cape,Member,,2010-05-31,2
Cornelia Carol,September,C C,,,,,cseptember@parliament.gov.za,National Assembly,Western Cape,Member,2010-07-09,,0
Buyiswa Cornelia,Diemu,B C,,Blaai,,,bblaai@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Geordin Gwyn,Hill-Lewis,G G,,,,,,National Assembly,Western Cape,Member,2011-08-19,,0
Marius,Swart,M,,,,,mswart@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Wilmot Godfrey,James,W G,W J,,,,wjames@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Nicolaas Deetlefs,Du Toit,N D,,,,,ndutoit@parliament.gov.za,National Assembly,Western Cape,Member,,,0
A M,Figlan,A M,,,Mr,,,National Assembly,Western Cape,Member,,2012-02-01,2
Nicolaas Jacobus Janse Van Rensburg,Koornhof,N J J V R,,,,,nkoornhof@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Denise,Robinson,D,,,,,drobinson@parliament.gov.za,National Assembly,Western Cape,Member,,,0
P D,Dexter,P D,,,Mr,,,National Assembly,Western Cape,Member,,2012-01-04,2
Zoliswa Albertina,Kota-Fredericks,Z A,,,,,zkota@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Linda Nellie,Moss,L N,,,,,lmoss@parliament.gov.za,National Assembly,Western Cape,Member,,,0
Mathole Serofo,Motshekga,M S,,,,,mmotshekga@parliament.gov.za,National Assembly,,Chief Whip of the Majority Party,,,0
Armiston,Watson,A,,,,,awatson@parliament.gov.za,National Assembly,,Chief Whip of the Opposition,2011-11-09,,0
Ian Ormiston,Davidson,I O,,,,,idavidson@parliament.gov.za,National Assembly,,Chief Whip of the Opposition,,2011-11-09,0
Gratitude,Magwanishe,G,,,,,gmagwanishe@parliament.gov.za,National Assembly,,Deputy Chief Whip of the Majority Party,,2012-06-12,0
Nomaindiya Cathleen,Mfeketo,N C,,,,,speaker@parliament.gov.za,National Assembly,,Deputy Speaker,,,0
Fatima,Hajaig,F,,,,,fhajaig@parliament.gov.za,National Assembly,,House Chairperson,,,0
Moleeane Ben,Skosana,M B,,,,,mskosana@parliament.gov.za,National Assembly,,House Chairperson,,,0
Cedric Thomas,Frolick,C T,,,,,cfrolick@parliament.gov.za,National Assembly,,House Chairperson,,,0
Roland Athol Price,Trollip,R A P,RAP,,,,rtrollip@parliament.gov.za,National Assembly,,Leader of the Opposition,2009-05-07,2011-10-27,0
Lindiwe Desiré,Mazibuko,L D,,,,,lmazibuko@parliament.gov.za,National Assembly,,Leader of the Opposition,2011-10-27,,0
Max Vuyisile,Sisulu,M V,,,,,speaker@parliament.gov.za,National Assembly,,Speaker,,,0
Letlapa Moroatshoge,Mphahlele,L M,,,,,lmphahlele@parliament.gov.za,PAC,,Member,,,0
Ipuseng Celia,Ditshetelo,I C,,,,,iditshetelo@parliament.gov.za,UCDP,,Member,,,0
H K,Ditshetelo,H K,,,Mr,,,UCDP,,Member,,,0
Isaac Sipho,Mfundisi,I S,,,,,,UCDP,,Member,,,0
M N,Matladi,M N,,,Ms,,,UCDP,,Member,,,0
Bantubonke Harrington,Holomisa,B H,,,,,bholomisa@parliament.gov.za,UDM,,Member,,,0
Lennox Bogen,Gaehler,L B,,,,,lgaehler@parliament.gov.za,UDM,,Member,,,0
Stanley Zoyisile,Ntapane,S Z,,,,,sntapane@parliament.gov.za,UDM,,Member,,,0
Ntopile Marcel,Kganyago,N M,,,,,nkganyago@parliament.gov.za,UDM,,Member,,,0
Kgalema Petrus,Motlanthe,K P,,,,,,National Executive,,President,2008-09-25,2009-05-09,0
Jacob Gedleyihlekisa,Zuma,J G,,,Mr,M,,National Executive,,President,2009-05-09,,0
Kgalema Petrus,Motlanthe,K P,,,,,,National Executive,,Deputy President,,,0
Jacob Gedleyihlekisa,Zuma,J G,,,Mr,M,,National Executive,,Deputy President,1999-06-14,2005-06-14,0
Masenyani Richard,Baloyi,M R,,,,,,National Executive,,Minister of Cooperative Governance and Traditional Affairs,2011-10-24,2013-07-09,0
Solomon Lechesa,Tsenoli,S L,,,,,lechesa@parliament.gov.za,National Executive,,Minister of Cooperative Governance and Traditional Affairs,2013-07-09,,0
S,Shiceka,S,,,Mr,,,National Executive,,Minister of Cooperative Governance and Traditional Affairs,,2011-10-24,0
Ohm Collins,Chabane,O C,,,,,,National Executive,,Minister in The Presidency: Performance Monitoring and Evaluation as well as Administration in the in the Presidency,,,0
Siyabonga Cyprian,Cwele,S C,,,,,,National Executive,,Minister of State Security,,,0
Robert Haydn,Davies,R H,,,,,,National Executive,,Minister of Trade and Industry,,,0
Bathabile Olive,Dlamini,B O,,,,,,National Executive,,Minister of Social Development,2010-10-31,,0
Bomo Edna Edith,Molewa,B E E,,,,,,National Executive,,Minister of Social Development,,2010-10-31,0
B A,Hogan,B A,,,Ns,,,National Executive,,Minister of Public Enterprises,,2010-10-31,0
Knowledge Malusi Nkanyezi,Gigaba,K M N,,,,,,National Executive,,Minister of Public Enterprises,2010-10-31,,0
Pravin,Gordhan,P,,,Mr,M,,National Executive,,Minister of Finance,,,0
Derek Andre,Hanekom,D A,,,,,,National Executive,,Minister of Science and Technology,2012-10-03,,0
Grace Naledi Mandisa,Pandor,G N M,,,,,,National Executive,,Minister of Science and Technology,,2012-10-03,0
Tina Monica,Joemat-Pettersson,T M,,,,,,National Executive,,"Minister of Agriculture, Forestry and Fisheries",,,0
Trevor Andrew,Manuel,T A,,,,,,National Executive,,Minister in The Presidency: National Planning Commission,,,0
Lindiwe Nonceba,Sisulu,L N,,,,,,National Executive,,Minister of Defence and Military Veterans,,2012-06-12,0
Nosiviwe Noluthando,Mapisa-Nqakula,N N,,,,,,National Executive,,Minister of Defence and Military Veterans,2012-06-12,,0
Benedict Anthony Duke,Martins,B A D,,,,,,National Executive,,Minister of Transport,2012-06-12,2013-07-09,0
Joel Sibusiso,Ndebele,J S,,,,,,National Executive,,Minister of Transport,,2012-06-12,0
Elizabeth Dipuo,Peters,E D,,,,,,National Executive,,Minister of Transport,2013-07-09,,0
Lulama Marytheresa,Xingwana,L M,,,,,,National Executive,,Minister of Arts and Culture,,2010-10-31,0
Shipokasa Paulus,Mashatile,S P,P,,,,,National Executive,,Minister of Arts and Culture,2010-10-31,,0
Fikile April,Mbalula,F A,,,,,,National Executive,,Minister of Sport and Recreation,2010-10-31,,0
M A,Stofile,M A,,,Rev,,,National Executive,,Minister of Sport and Recreation,,2010-10-31,0
B P,Sonjica,B P,,,Ms,,,National Executive,,Minister of Water and Environmental Affairs,,2010-10-31,0
Bomo Edna Edith,Molewa,B E E,,,,,,National Executive,,Minister of Water and Environmental Affairs,2010-10-31,,0
Matsie Angelina,Motshekga,M A,,,,,,National Executive,,Minister of Basic Education,,,0
Pakishe Aaron,Motsoaledi,P A,,,,,,National Executive,,Minister of Health,,,0
Emmanuel Nkosinathi,Mthethwa,E N,,,,,,National Executive,,Minister of Police,,,0
Nosiviwe Noluthando,Mapisa-Nqakula,N N,,,,,,National Executive,,Minister of Correctional Services,,2012-06-12,0
Joel Sibusiso,Ndebele,J S,,,,,,National Executive,,Minister of Correctional Services,2012-06-12,,0
Maite Emily,Nkoana-Mashabane,M E,,,,,,National Executive,,Minister of International Relations and Cooperation,,,0
Gugile Ernest,Nkwinti,G E,,,,,,National Executive,,Minister of Rural Development and Land Reform,,,0
Thembelani Waltermade,Nxesi,T W,,,,,,National Executive,,Minister of Public Works,2011-10-24,,0
G Q M,Doidge,G Q M,,,Mr,,,National Executive,,Minister of Public Works,,2010-10-31,0
G L,Mahlangu-Nkabinde,G L,,,Ms,,,National Executive,,Minister of Public Works,2010-10-31,2011-10-24,0
Bonginkosi Emmanuel,Nzimande,B E,,,,,,National Executive,,Minister of Higher Education and Training,,,0
Mildred Nelisiwe,Oliphant,M N,,,,,,National Executive,,Minister of Labour,2010-10-31,,0
M M S,Mdladlana,M M S,,,Mr,,,National Executive,,Minister of Labour,,2010-10-31,0
Nkosazana Clarice,Dlamini-Zuma,N C,,,,,,National Executive,,Minister of Home Affairs,,2012-10-00,0
Grace Naledi Mandisa,Pandor,G N M,,,,,,National Executive,,Minister of Home Affairs,2012-10-03,,0
Ebrahim,Patel,E,,,,,,National Executive,,Minister of Economic Development,,,0
Elizabeth Dipuo,Peters,E D,,,,,,National Executive,,Minister of Energy,,2013-07-09,0
Benedict Anthony Duke,Martins,B A D,,,,,,National Executive,,Minister of Energy,2013-07-09,,0
Dina Deliwe,Pule,D D,,,,,,National Executive,,Minister of Communications,2011-10-24,2013-07-09,0
Siphiwe,Nyanda,S,,,,,,National Executive,,Minister of Communications,,2010-10-31,0
Yunus Ismail,Carrim,Y I,Y l,,,,ycarrim@parliament.gov.za,National Executive,,Minister of Communications,2013-07-09,,0
R L,Padayachie,R L,,,Mr,,,National Executive,,Minister of Communications,2010-10-31,2011-10-24,0
Jeffrey Thamsanqa,Radebe,J T,,,,,,National Executive,,Minister of Justice and Constitutional Development,,,0
Cornelia Carol,September,C C,,,,,cseptember@parliament.gov.za,National Executive,,Minister of Human Settlements,2013-07-09,,0
Tokyo Mosima Gabriel,Sexwale,T M G,,,,,,National Executive,,Minister of Human Settlements,,2013-07-09,0
Lindiwe Nonceba,Sisulu,L N,,,,,,National Executive,,Minister of Public Service and Administration,2012-06-12,,0
R L,Padayachie,R L,,,Mr,,,National Executive,,Minister of Public Service and Administration,2011-10-24,2012-03-05,3
Masenyani Richard,Baloyi,M R,,,,,,National Executive,,Minister of Public Service and Administration,,2011-10-24,0
Marthinus Christoffel Johannes,Van Schalkwyk,M C J,,,,,,National Executive,,Minister of Tourism,,,0
Lulama Marytheresa,Xingwana,L M,,,,,,National Executive,,"Minister of Women, Youth, Children and People with Disabilities",2010-10-31,,0
N A,Mayende-Sibiya,N A,,,Ms,,,National Executive,,"Minister of Women, Youth, Children and People with Disabilities",,2010-10-31,0
Dina Deliwe,Pule,D D,,,,,,National Executive,,Deputy Minister in the Presidency: Performance Monitoring and Evaluation and Administration,2010-10-31,2011-10-24,0
Kopeng Obed,Bapela,K O,,,,,obapela@parliament.gov.za,National Executive,,Deputy Minister in the Presidency: Performance Monitoring and Evaluation and Administration,2011-10-24,,0
Hendrietta Ipeleng,Bogopane-Zulu,H I,,,,,hbogopane@parliament.gov.za,National Executive,,"Deputy Minister of Women, Children and People with Disabilities",2011-10-24,,0
Yunus Ismail,Carrim,Y I,Y l,,,,ycarrim@parliament.gov.za,National Executive,,Deputy Minister of Cooperative Governance and Traditional Affairs,,2013-07-09,0
Andries Carl,Nel,A C,,,,,Andries.Nel@parliament.gov.za,National Executive,,Deputy Minister of Cooperative Governance and Traditional Affairs,2013-07-09,,0
Fatima Ismail,Chohan,F I,,,,,fchohan@parliament.gov.za,National Executive,,Deputy Minister of Home Affairs,2010-10-31,,0
Jeremy Patrick,Cronin,J P,,,,,,National Executive,,Deputy Minister of Transport,,2012-06-12,0
Lydia Sindisiwe,Chikunga,L S,,,,,lchikunga@parliament.gov.za,National Executive,,Deputy Minister of Transport,2012-06-12,,0
Jeremy Patrick,Cronin,J P,,,,,,National Executive,,Deputy Minister of Public Works,2012-06-12,,0
Hendrietta Ipeleng,Bogopane-Zulu,H I,,,,,hbogopane@parliament.gov.za,National Executive,,Deputy Minister of Public Works,,2011-10-24,0
Ayanda,Dlodlo,A,,,,,adlodlo@parliament.gov.za,National Executive,,Deputy Minister of Public Service and Administration,2010-10-31,,0
Marius Llewellyn,Fransman,M L,,,,,mfransman@parliament.gov.za,National Executive,,Deputy Minister of International Relations and Cooperation,2010-10-31,,0
Ebrahim Ismail,Ebrahim,E I,,,,,,National Executive,,Deputy Minister of International Relations and Cooperation,,,0
Hlengiwe Buhle,Mkhize,H B,,,,,,National Executive,,Deputy Minister of Economic Development,2012-06-12,,0
E,Godongwana,E,,,Mr,,,National Executive,,Deputy Minister of Economic Development,2010-10-31,2012-01-16,2
Derek Andre,Hanekom,D A,,,,,,National Executive,,Deputy Minister of Science and Technology,,2012-10-03,0
Tshililo Michael,Masutha,T M,,,,,mmasutha@parliament.gov.za,National Executive,,Deputy Minister of Science and Technology,2013-07-09,,0
Zoliswa Albertina,Kota-Fredericks,Z A,,,,,zkota@parliament.gov.za,National Executive,,Deputy Minister of Human Settlements,,,0
Thizwilondi Rejoyce,Mabudafhasi,T R,,,,,,National Executive,,Deputy Minister of Water and Environmental Affairs,,,0
Sampson Phathakge,Makwetla,S P,,,,,,National Executive,,Deputy Minister of Defence and Military Veterans,,,0
Gratitude,Magwanishe,G,,,,,gmagwanishe@parliament.gov.za,National Executive,,Deputy Minister of Public Enterprises,2012-06-12,,0
Benedict Anthony Duke,Martins,B A D,,,,,,National Executive,,Deputy Minister of Public Enterprises,2010-10-31,2012-06-12,0
Mduduzi Comfort,Manana,M C,,,,,mdmanana@parliament.gov.za,National Executive,,Deputy Minister of Higher Education and Training,2012-06-12,,0
Hlengiwe Buhle,Mkhize,H B,,,,,,National Executive,,Deputy Minister of Higher Education and Training,2010-10-31,2012-06-12,0
Pieter Willem Adriaan,Mulder,P W A,,,,,pmulder@parliament.gov.za,National Executive,,"Deputy Minister of Agriculture, Forestry and Fisheries",,,0
Kopeng Obed,Bapela,K O,,,,,obapela@parliament.gov.za,National Executive,,Deputy Minister of Communications,2010-10-31,2011-10-24,0
Stella Tembisa,Ndabeni,S T,,,,,sndabeni@parliament.gov.za,National Executive,,Deputy Minister of Communications,2011-10-24,,0
John Harold,Jeffery,J H,,,,,jjeffery@parliament.gov.za,National Executive,,Deputy Minister of Justice and Constitutional Development,2013-07-09,,0
Andries Carl,Nel,A C,,,,,Andries.Nel@parliament.gov.za,National Executive,,Deputy Minister of Justice and Constitutional Development,,2013-07-09,0
Nhlanhla Musa,Nene,N M,,,,,,National Executive,,Deputy Minister of Finance,,,0
Bongi Maria,Ntuli,B M,,,,,,National Executive,,Deputy Minister of Social Development,2010-10-31,,0
Gaolatlhe Godfrey,Oliphant,G G,,,,,goliphant@parliament.gov.za,National Executive,,Deputy Minister of Mineral Resources,2010-10-31,,0
Gerhardus Cornelius,Oosthuizen,G C,,,,,,National Executive,,Deputy Minister of Sport and Recreation,,,0
Mathume Joseph,Phaahla,M J,,Phaahia,,,,National Executive,,Deputy Minister of Arts and Culture,2010-10-31,,0
Ngoako Abel,Ramatlhodi,N A,,,,,nramatlhodi@parliament.gov.za,National Executive,,Deputy Minister of Correctional Services,2010-10-31,,0
Gwen Malegwale,Ramokgopa,G M,,,Dr,F,,National Executive,,Deputy Minister of Health,2010-10-31,,0
Makhotso Magdeline,Sotyu,M M,,,,,msotyu@parliament.gov.za,National Executive,,Deputy Minister of Police,2010-10-31,,0
Mohamed Enver,Surty,M E,,,,,,National Executive,,Deputy Minister of Basic Education,,,0
Elizabeth,Thabethe,E,,,,,,National Executive,,Deputy Minister of Trade and Industry,2010-10-31,,0
Thandi Vivian,Tobias,T V,,,,,ttobias-pokolo@parliament.gov.za,National Executive,,Deputy Minister of Trade and Industry,,,0
Barbara,Thomson,B,,,,,bthomson@parliament.gov.za,National Executive,,Deputy Minister of Energy,2010-10-31,,0
Thembelani Waltermade,Nxesi,T W,,,,,,National Executive,,Deputy Minister of Rural Development and Land Reform,2010-10-31,2011-10-24,0
Solomon Lechesa,Tsenoli,S L,,,,,lechesa@parliament.gov.za,National Executive,,Deputy Minister of Rural Development and Land Reform,2011-10-24,2013-07-09,0
Pamela,Tshwete,P,,,,,ptshwete@parliament.gov.za,National Executive,,Deputy Minister of Rural Development and Land Reform,2013-07-09,,0
Tokozile,Xasa,T,,,,,,National Executive,,Deputy Minister of Tourism,,,0
